,VIX Close,vix_change
3775,23.22,-0.0865460267505902
3776,25.45,0.09603789836347976
3777,21.38,-0.15992141453831044
3778,21.4,0.00093545369504211
3779,20.47,-0.04345794392523361
3780,19.98,-0.023937469467513406
3781,19.5,-0.024024024024024038
3782,18.19,-0.06717948717948707
3783,19.07,0.048378229796591565
3784,18.6,-0.024646040901940114
3785,19.04,0.023655913978494425
3786,18.06,-0.05147058823529416
3787,17.8,-0.01439645625692132
3788,20.8,0.1685393258426966
3789,19.52,-0.06153846153846154
3790,18.89,-0.032274590163934413
3791,17.42,-0.07781895182636311
3792,18.87,0.08323765786452353
3793,19.13,0.013778484366719468
3794,17.66,-0.076842655514898
3795,16.57,-0.061721404303510696
3796,16.14,-0.025950512975256523
3797,15.73,-0.025402726146220633
3798,15.57,-0.010171646535282908
3799,15.38,-0.012202954399486154
3800,16.37,0.06436931079323793
3801,15.72,-0.03970678069639588
3802,15.97,0.01590330788804062
3803,15.43,-0.03381340012523493
3804,15.65,0.014257939079714843
3805,16.22,0.03642172523961662
3806,14.91,-0.08076448828606653
3807,14.88,-0.002012072434607548
3808,14.02,-0.05779569892473124
3809,14.46,0.031383737517831856
3810,13.51,-0.0656984785615492
3811,14.85,0.09918578830495939
3812,15.17,0.02154882154882154
3813,14.7,-0.030982201713909086
3814,14.78,0.0054421768707482165
3815,13.57,-0.08186738836265217
3816,14.63,0.07811348563006626
3817,14.74,0.007518796992481258
3818,15.74,0.0678426051560379
3819,16.59,0.05400254129606097
3820,16.05,-0.032549728752260365
3821,14.33,-0.1071651090342679
3822,13.77,-0.03907885554780188
3823,13.41,-0.02614379084967311
3824,13.5,0.006711409395973034
3825,12.88,-0.045925925925925815
3826,13.1,0.017080745341614856
3827,13.56,0.03511450381679393
3828,13.91,0.02581120943952797
3829,13.63,-0.020129403306973326
3830,16.48,0.20909757887013947
3831,16.33,-0.00910194174757295
3832,14.68,-0.10104102878138388
3833,15.15,0.032016348773842074
3834,14.43,-0.04752475247524757
3835,13.71,-0.04989604989604979
3836,13.4,-0.022611232676878257
3837,13.36,-0.0029850746268657025
3838,13.74,0.02844311377245523
3839,13.58,-0.011644832605531286
3840,12.82,-0.055964653902798256
3841,13.18,0.02808112324492984
3842,14.28,0.08345978755690431
3843,13.3,-0.06862745098039202
3844,13.02,-0.021052631578947434
3845,12.01,-0.07757296466973884
3846,12.32,0.025811823480432983
3847,12.18,-0.011363636363636465
3848,12.6,0.034482758620689724
3849,12.09,-0.04047619047619044
3850,12.42,0.027295285359801413
3851,12.28,-0.011272141706924366
3852,13.14,0.07003257328990231
3853,13.25,0.008371385083713712
3854,12.73,-0.03924528301886787
3855,13.11,0.02985074626865658
3856,13.12,0.0007627765064834868
3857,14.8,0.128048780487805
3858,14.42,-0.025675675675675746
3859,12.87,-0.10748959778085998
3860,15.44,0.19968919968919963
3861,19.32,0.25129533678756477
3862,19.4,0.0041407867494822614
3863,19.1,-0.01546391752577303
3864,16.04,-0.1602094240837697
3865,20.55,0.2811720698254365
3866,18.06,-0.12116788321167893
3867,16.44,-0.08970099667774067
3868,15.29,-0.06995133819951349
3869,15.96,0.04381948986265538
3870,16.31,0.021929824561403466
3871,14.95,-0.08338442673206614
3872,14.75,-0.013377926421404673
3873,16.92,0.14711864406779673
3874,15.85,-0.06323877068557926
3875,17.5,0.10410094637223977
3876,17.9,0.022857142857142687
3877,17.3,-0.03351955307262555
3878,18.71,0.0815028901734105
3879,18.86,0.008017103153393768
3880,16.97,-0.10021208907741253
3881,16.09,-0.051856216853270465
3882,15.93,-0.009944064636420169
3883,16.3,0.02322661644695545
3884,15.94,-0.022085889570552242
3885,15.99,0.0031367628607277265
3886,15.91,-0.00500312695434646
3887,15.82,-0.0056568196103079504
3888,15.28,-0.034134007585335024
3889,15.35,0.0045811518324607725
3890,15.15,-0.013029315960912058
3891,14.33,-0.054125412541254136
3892,14.75,0.0293091416608513
3893,15.4,0.04406779661016946
3894,15.26,-0.00909090909090915
3895,16.28,0.06684141546526878
3896,16.21,-0.004299754299754266
3897,15.82,-0.024059222702035865
3898,15.08,-0.04677623261694064
3899,14.06,-0.06763925729442966
3900,12.93,-0.08036984352773835
3901,12.57,-0.0278422273781902
3902,13.28,0.056483691328560015
3903,13.96,0.051204819277108626
3904,14.09,0.009312320916905481
3905,13.03,-0.07523066004258339
3906,12.93,-0.007674597083653034
3907,12.39,-0.0417633410672853
3908,12.68,0.023405972558514954
3909,12.86,0.014195583596214423
3910,13.97,0.0863141524105755
3911,13.53,-0.03149606299212604
3912,14.45,0.06799704360679981
3913,13.53,-0.06366782006920413
3914,12.61,-0.0679970436067997
3915,12.07,-0.04282315622521804
3916,12.74,0.05550952775476392
3917,12.16,-0.04552590266875978
3918,12.83,0.05509868421052633
3919,13.94,0.08651597817614953
3920,16.12,0.1563845050215209
3921,17.87,0.1085607940446649
3922,17.61,-0.014549524342473474
3923,24.59,0.3963657013060762
3924,20.17,-0.17974786498576645
3925,19.49,-0.03371343579573638
3926,16.91,-0.13237557721908666
3927,17.97,0.06268480189237136
3928,21.09,0.1736227045075125
3929,17.52,-0.1692745376955903
3930,22.1,0.26141552511415544
3931,21.18,-0.041628959276018174
3932,18.47,-0.12795089707271012
3933,16.88,-0.08608554412560909
3934,17.5,0.03672985781990534
3935,15.8,-0.09714285714285709
3936,16.68,0.05569620253164542
3937,19.87,0.19124700239808168
3938,19.32,-0.02767991947659787
3939,20.31,0.05124223602484457
3940,19.35,-0.047267355982274606
3941,17.88,-0.07596899224806208
3942,18.98,0.06152125279642062
3943,19.66,0.035827186512118026
3944,17.33,-0.11851475076297058
3945,16.27,-0.06116560877091737
3946,15.0,-0.07805777504609712
3947,15.27,0.018000000000000016
3948,15.2,-0.004584151931892655
3949,14.61,-0.03881578947368425
3950,14.22,-0.026694045174537884
3951,13.74,-0.03375527426160341
3952,14.67,0.06768558951965065
3953,14.44,-0.015678254942058656
3954,13.95,-0.03393351800554023
3955,14.05,0.007168458781362075
3956,15.32,0.090391459074733
3957,14.91,-0.026762402088772896
3958,17.05,0.14352783366867872
3959,15.96,-0.06392961876832848
3960,16.07,0.006892230576441172
3961,17.22,0.07156191661481004
3962,16.24,-0.05691056910569103
3963,18.56,0.1428571428571428
3964,20.56,0.10775862068965525
3965,19.12,-0.07003891050583644
3966,17.04,-0.10878661087866115
3967,17.86,0.0481220657276995
3968,20.28,0.1354983202687572
3969,18.64,-0.0808678500986193
3970,17.57,-0.05740343347639487
3971,15.58,-0.11326124075128063
3972,14.57,-0.06482670089858789
3973,13.54,-0.07069320521619771
3974,13.68,0.010339734121122657
3975,13.79,0.008040935672514626
3976,14.25,0.033357505438723845
3977,14.0,-0.01754385964912286
3978,14.46,0.03285714285714292
3979,14.01,-0.03112033195020758
3980,13.71,-0.021413276231263323
3981,12.65,-0.07731582786287383
3982,13.11,0.036363636363636376
3983,13.2,0.006864988558352492
3984,12.33,-0.0659090909090908
3985,13.22,0.0721816707218168
3986,12.3,-0.06959152798789714
3987,12.83,0.04308943089430883
3988,13.1,0.02104442712392829
3989,12.62,-0.036641221374045796
3990,12.73,0.008716323296355188
3991,12.07,-0.05184603299293011
3992,12.69,0.05136702568351281
3993,12.68,-0.0007880220646178104
3994,13.0,0.025236593059936974
3995,13.05,0.0038461538461538325
3996,12.05,-0.07662835249042144
3997,12.46,0.03402489626556027
3998,12.86,0.0321027287319422
3999,12.78,-0.0062208398133748455
4000,13.13,0.027386541471048576
4001,12.34,-0.06016755521706019
4002,11.87,-0.038087520259319385
4003,11.54,-0.02780117944397642
4004,11.75,0.018197573656845822
4005,12.62,0.07404255319148922
4006,14.91,0.18145800316957228
4007,15.96,0.07042253521126773
4008,14.8,-0.07268170426065168
4009,14.52,-0.018918918918918948
4010,13.62,-0.06198347107438018
4011,15.86,0.16446402349486045
4012,15.68,-0.011349306431273631
4013,14.99,-0.04400510204081631
4014,13.94,-0.07004669779853245
4015,12.63,-0.09397417503586791
4016,12.14,-0.03879651623119562
4017,12.29,0.012355848434925765
4018,12.58,0.02359641985353944
4019,12.5,-0.006359300476947549
4020,12.51,0.0007999999999999119
4021,12.61,0.007993605115907298
4022,12.67,0.004758128469468659
4023,12.65,-0.0015785319652722452
4024,13.43,0.061660079051383265
4025,14.82,0.10349962769918108
4026,13.78,-0.07017543859649134
4027,12.47,-0.09506531204644408
4028,14.02,0.12429831595829977
4029,13.85,-0.012125534950071293
4030,13.79,-0.0043321299638989785
4031,13.45,-0.024655547498187103
4032,12.54,-0.06765799256505578
4033,12.56,0.0015948963317384823
4034,12.32,-0.019108280254777066
4035,12.39,0.005681818181818121
4036,12.42,0.002421307506053294
4037,12.32,-0.00805152979066015
4038,12.1,-0.017857142857142905
4039,12.85,0.06198347107438007
4040,12.91,0.0046692607003890885
4041,12.98,0.005422153369481153
4042,14.56,0.1217257318952234
4043,18.23,0.25206043956043955
4044,16.28,-0.10696653867251782
4045,16.39,0.006756756756756799
4046,15.49,-0.05491153142159855
4047,18.84,0.21626856036152353
4048,17.97,-0.04617834394904463
4049,16.05,-0.10684474123539223
4050,15.15,-0.05607476635514019
4051,14.96,-0.012541254125412515
4052,15.47,0.03409090909090917
4053,15.04,-0.027795733678086743
4054,15.18,0.009308510638297962
4055,13.74,-0.09486166007905139
4056,14.15,0.029839883551673996
4057,13.68,-0.03321554770318025
4058,14.83,0.08406432748538006
4059,14.38,-0.030343897505057282
4060,15.56,0.08205841446453399
4061,17.08,0.09768637532133662
4062,25.03,0.46545667447306815
4063,27.85,0.11266480223731512
4064,27.56,-0.010412926391382471
4065,39.16,0.420899854862119
4066,40.11,0.02425944841675176
4067,33.42,-0.16679132385938666
4068,36.82,0.101735487731897
4069,31.99,-0.13117870722433467
4070,39.62,0.23851203501094087
4071,41.94,0.05855628470469454
4072,54.46,0.2985216976633287
4073,47.3,-0.1314726404700698
4074,53.9,0.13953488372093026
4075,75.47,0.40018552875695734
4076,57.83,-0.23373525904332848
4077,82.69,0.42988068476569263
4078,75.91,-0.08199298585076797
4079,76.45,0.007113687261230517
4080,72.0,-0.058207979071288496
4081,66.04,-0.08277777777777773
4082,61.59,-0.06738340399757725
4083,61.67,0.0012989121610651466
4084,63.95,0.03697097454191667
4085,61.0,-0.04612978889757624
4086,65.54,0.07442622950819677
4087,57.08,-0.12908147696063488
4088,53.54,-0.06201822004204627
4089,57.06,0.06574523720582759
4090,50.91,-0.10778128286014732
4091,46.8,-0.08073070123747794
4092,45.24,-0.033333333333333215
4093,46.7,0.032272325375773736
4094,43.35,-0.07173447537473232
4095,41.67,-0.03875432525951561
4096,41.17,-0.011999040076793865
4097,37.76,-0.08282730143308248
4098,40.84,0.08156779661016955
4099,40.11,-0.017874632713026584
4100,38.15,-0.048865619546247796
4101,43.83,0.1488859764089121
4102,45.41,0.036048368697239264
4103,41.98,-0.07553402334287607
4104,41.38,-0.014292520247736862
4105,35.93,-0.1317061382310295
4106,33.29,-0.07347620372947394
4107,33.57,0.008410934214478916
4108,31.23,-0.06970509383378021
4109,34.15,0.09349983989753441
4110,37.19,0.08901903367496344
4111,35.97,-0.032804517343371864
4112,33.61,-0.06561023074784544
4113,34.12,0.015174055340672288
4114,31.44,-0.07854630715123079
4115,27.98,-0.11005089058524176
4116,27.57,-0.014653323802716223
4117,33.04,0.1984040623866521
4118,35.28,0.06779661016949157
4119,32.61,-0.07568027210884354
4120,31.89,-0.022079116835326595
4121,29.3,-0.0812166823455629
4122,30.53,0.041979522184300455
4123,27.99,-0.08319685555191625
4124,29.53,0.055019649874955334
4125,28.16,-0.04639349813748739
4126,28.01,-0.005326704545454475
4127,27.62,-0.0139235987147448
4128,28.59,0.03511947863866749
4129,27.51,-0.03777544596012583
4130,28.23,0.026172300981461172
4131,26.84,-0.04923839886645409
4132,25.66,-0.04396423248882264
4133,25.81,0.005845674201091056
4134,24.52,-0.049980627663696264
4135,25.81,0.05261011419249595
4136,27.57,0.06819062378922913
4137,27.57,0.0
4138,40.79,0.4795067101922379
4139,36.09,-0.11522431968619751
4140,34.4,-0.04682737600443354
4141,33.67,-0.021220930232558
4142,33.47,-0.005940005940005988
